b:tnow in s;m:u in p.u.
31.04;1.000005
31.06;0.999952
31.08;1.000028
31.1;1.000126
31.12;1.000096
31.14;1.000015
31.16;0.999976
31.18;0.999971
31.2;0.999935
31.22;0.999871
31.24;0.999857
31.26;0.999863
31.28;0.999829
31.3;0.999774
31.32;0.999764
31.34;0.999812
31.36;0.999862
31.38;0.999930
31.4;1.000002
31.42;1.000065
31.44;1.000105
31.46;1.000077
31.48;1.000027
31.5;0.999984
31.52;0.999964
31.54;0.999932
31.56;0.999826
31.58;0.999755
31.6;0.999761
31.62;0.999808
31.64;0.999923
31.66;1.000042
31.68;1.000083
31.7;1.000089
31.72;1.000100
31.74;1.000077
31.76;1.000015
31.78;0.999947
31.8;0.999854
31.82;0.999752
31.84;0.999755
31.86;0.999866
31.88;0.999978
31.9;1.000044
31.92;1.000041
31.94;1.000027
31.96;1.000062
31.98;1.000114
32;1.000106
32.02;1.000032
32.04;0.999973
32.06;0.999947
32.08;0.999921
32.1;0.999902
32.12;0.999896
32.14;0.999943
32.16;1.000041
32.18;1.000135
32.2;1.000238
32.22;1.000337
32.24;1.000338
32.26;1.000230
32.28;1.000138
32.3;1.000118
32.32;1.000063
32.34;0.999935
32.36;0.999838
32.38;0.999848
32.4;0.999907
32.42;0.999952
32.44;1.000071
32.46;1.000222
32.48;1.000242
32.5;1.000191
32.52;1.000157
32.54;1.000148
32.56;1.000165
32.58;1.000109
32.6;0.999988
32.62;0.999948
32.64;0.999923
32.66;0.999880
32.68;0.999894
32.7;0.999949
32.72;1.000030
32.74;1.000088
32.76;1.000125
32.78;1.000168
32.8;1.000186
32.82;1.000171
32.84;1.000144
32.86;1.000105
32.88;1.000067
32.9;1.000045
32.92;1.000066
32.94;1.000085
32.96;1.000022
32.98;0.999998
33;1.000048
33.02;1.000021
33.04;0.999978
33.06;1.000035
33.08;1.000143
33.1;1.000194
33.12;1.000115
33.14;1.000000
33.16;0.999962
33.18;0.999970
33.2;0.999977
33.22;0.999982
33.24;1.000017
33.26;1.000057
33.28;1.000030
33.3;1.000023
33.32;1.000092
33.34;1.000123
33.36;1.000110
33.38;1.000088
33.4;1.000053
33.42;1.000060
33.44;1.000100
33.46;1.000108
33.48;1.000061
33.5;1.000020
33.52;1.000009
33.54;0.999996
33.56;0.999943
33.58;0.999929
33.6;1.000014
33.62;1.000073
33.64;1.000079
33.66;1.000095
33.68;1.000130
33.7;1.000114
33.72;1.000017
33.74;1.000019
33.76;1.000102
33.78;1.000049
33.8;0.999974
33.82;1.000046
33.84;1.000159
33.86;1.000197
33.88;1.000191
33.9;1.000185
33.92;1.000120
33.94;1.000042
33.96;1.000102
33.98;1.000183
34;1.000124
34.02;1.000049
34.04;1.000037
34.06;1.000034
34.08;0.999992
34.1;0.999947
34.12;0.999999
34.14;1.000100
34.16;1.000141
34.18;1.000140
34.2;1.000133
34.22;1.000149
34.24;1.000182
34.26;1.000224
34.28;1.000244
34.3;1.000160
34.32;1.000023
34.34;1.000003
34.36;1.000078
34.38;1.000073
34.4;0.999998
34.42;0.999950
34.44;0.999974
34.46;1.000057
34.48;1.000123
34.5;1.000141
34.52;1.000103
34.54;1.000064
34.56;1.000128
34.58;1.000226
34.6;1.000228
34.62;1.000172
34.64;1.000104
34.66;1.000081
34.68;1.000102
34.7;1.000063
34.72;1.000051
34.74;1.000124
34.76;1.000150
34.78;1.000142
34.8;1.000176
34.82;1.000212
34.84;1.000162
34.86;1.000079
34.88;1.000087
34.9;1.000099
34.92;1.000033
34.94;1.000000
34.96;1.000034
34.98;1.000060
35;1.000046
35.02;1.000025
35.04;1.000040
35.06;1.000048
35.08;1.000021
35.1;1.000014
35.12;1.000075
35.14;1.000175
35.16;1.000176
35.18;1.000078
35.2;0.999992
35.22;0.999925
35.24;0.999909
35.26;0.999998
35.28;1.000098
35.3;1.000097
35.32;1.000093
35.34;1.000116
35.36;1.000069
35.38;0.999992
35.4;0.999954
35.42;0.999975
35.44;0.999996
35.46;0.999942
35.48;0.999921
35.5;0.999991
35.52;1.000037
35.54;1.000031
35.56;1.000049
35.58;1.000142
35.6;1.000211
35.62;1.000152
35.64;1.000026
35.66;0.999980
35.68;1.000044
35.7;1.000065
35.72;1.000006
35.74;0.999987
35.76;1.000029
35.78;1.000063
35.8;1.000098
35.82;1.000168
35.84;1.000223
35.86;1.000257
35.88;1.000310
35.9;1.000370
35.92;1.000361
35.94;1.000274
35.96;1.000216
35.98;1.000187
36;1.000117
36.02;1.000065
36.04;1.000041
36.06;1.000034
36.08;1.000059
36.1;1.000101
36.12;1.000155
36.14;1.000178
36.16;1.000180
36.18;1.000201
36.2;1.000195
36.22;1.000198
36.24;1.000220
36.26;1.000174
36.28;1.000091
36.3;1.000091
36.32;1.000163
36.34;1.000158
36.36;1.000067
36.38;1.000018
36.4;1.000049
36.42;1.000101
36.44;1.000118
36.46;1.000129
36.48;1.000101
36.5;0.999994
36.52;0.999903
36.54;0.999901
36.56;1.000009
36.58;1.000093
36.6;1.000091
36.62;1.000123
36.64;1.000133
36.66;1.000129
36.68;1.000140
36.7;1.000058
36.72;0.999961
36.74;0.999970
36.76;1.000030
36.78;1.000046
36.8;1.000045
36.82;1.000100
36.84;1.000180
36.86;1.000208
36.88;1.000252
36.9;1.000336
36.92;1.000315
36.94;1.000221
36.96;1.000181
36.98;1.000192
37;1.000160
37.02;1.000061
37.04;1.000023
37.06;1.000080
37.08;1.000150
37.1;1.000179
37.12;1.000124
37.14;1.000079
37.16;1.000090
37.18;1.000042
37.2;0.999968
37.22;0.999963
37.24;1.000034
37.26;1.000145
37.28;1.000170
37.3;1.000128
37.32;1.000178
37.34;1.000262
37.36;1.000239
37.38;1.000150
37.4;1.000133
37.42;1.000171
37.44;1.000121
37.46;1.000012
37.48;0.999978
37.5;0.999997
37.52;0.999999
37.54;1.000035
37.56;1.000124
37.58;1.000214
37.6;1.000225
37.62;1.000132
37.64;1.000070
37.66;1.000087
37.68;1.000104
37.7;1.000077
37.72;1.000028
37.74;1.000048
37.76;1.000097
37.78;1.000119
37.8;1.000165
37.82;1.000202
37.84;1.000222
37.86;1.000218
37.88;1.000165
37.9;1.000151
37.92;1.000170
37.94;1.000134
37.96;1.000124
37.98;1.000193
38;1.000219
38.02;1.000201
38.04;1.000224
38.06;1.000268
38.08;1.000296
38.1;1.000259
38.12;1.000210
38.14;1.000251
38.16;1.000287
38.18;1.000244
38.2;1.000165
38.22;1.000112
38.24;1.000109
38.26;1.000068
38.28;1.000070
38.3;1.000167
38.32;1.000195
38.34;1.000213
38.36;1.000310
38.38;1.000369
38.4;1.000316
38.42;1.000202
38.44;1.000165
38.46;1.000189
38.48;1.000138
38.5;1.000059
38.52;1.000034
38.54;1.000085
38.56;1.000170
38.58;1.000213
38.6;1.000250
38.62;1.000282
38.64;1.000247
38.66;1.000234
38.68;1.000218
38.7;1.000173
38.72;1.000188
38.74;1.000173
38.76;1.000098
38.78;1.000052
38.8;1.000042
38.82;1.000071
38.84;1.000171
38.86;1.000289
38.88;1.000281
38.9;1.000180
38.92;1.000166
38.94;1.000227
38.96;1.000246
38.98;1.000234
39;1.000212
39.02;1.000143
39.04;1.000081
39.06;1.000067
39.08;1.000062
39.1;1.000076
39.12;1.000112
39.14;1.000155
39.16;1.000200
39.18;1.000250
39.2;1.000302
39.22;1.000272
39.24;1.000163
39.26;1.000132
39.28;1.000192
39.3;1.000196
39.32;1.000153
39.34;1.000151
39.36;1.000137
39.38;1.000060
39.4;1.000002
39.42;1.000022
39.44;1.000059
39.46;1.000107
39.48;1.000185
39.5;1.000227
39.52;1.000202
39.54;1.000136
39.56;1.000118
39.58;1.000217
39.6;1.000283
39.62;1.000208
39.64;1.000155
39.66;1.000250
39.68;1.000328
39.7;1.000281
39.72;1.000222
39.74;1.000208
39.76;1.000174
39.78;1.000140
39.8;1.000170
39.82;1.000197
39.84;1.000186
39.86;1.000176
39.88;1.000161
39.9;1.000148
39.92;1.000163
39.94;1.000185
39.96;1.000215
39.98;1.000295
40;1.000323
40.02;1.000249
40.04;1.000204
40.06;1.000205
40.08;1.000174
40.1;1.000135
40.12;1.000171
40.14;1.000228
40.16;1.000188
40.18;1.000106
40.2;1.000107
40.22;1.000193
40.24;1.000257
40.26;1.000272
40.28;1.000293
40.3;1.000317
40.32;1.000302
40.34;1.000240
40.36;1.000216
40.38;1.000234
40.4;1.000210
40.42;1.000141
40.44;1.000112
40.46;1.000149
40.48;1.000170
40.5;1.000190
40.52;1.000202
40.54;1.000194
40.56;1.000244
40.58;1.000282
40.6;1.000252
40.62;1.000232
40.64;1.000225
40.66;1.000206
40.68;1.000162
40.7;1.000171
40.72;1.000277
40.74;1.000290
40.76;1.000230
40.78;1.000295
40.8;1.000368
40.82;1.000332
40.84;1.000265
40.86;1.000217
40.88;1.000228
40.9;1.000228
40.92;1.000166
40.94;1.000161
40.96;1.000198
40.98;1.000239
41;1.000291
41.02;1.000273
41.04;1.000245
41.06;1.000280
41.08;1.000298
41.1;1.000272
41.12;1.000216
41.14;1.000145
41.16;1.000085
41.18;1.000094
41.2;1.000165
41.22;1.000211
41.24;1.000247
41.26;1.000305
41.28;1.000321
41.3;1.000281
41.32;1.000226
41.34;1.000166
41.36;1.000136
41.38;1.000134
41.4;1.000098
41.42;1.000077
41.44;1.000091
41.46;1.000067
41.48;1.000072
41.5;1.000160
41.52;1.000223
41.54;1.000271
41.56;1.000338
41.58;1.000357
41.6;1.000302
41.62;1.000224
41.64;1.000189
41.66;1.000163
41.68;1.000105
41.7;1.000073
41.72;1.000097
41.74;1.000111
41.76;1.000122
41.78;1.000212
41.8;1.000328
41.82;1.000354
41.84;1.000346
41.86;1.000412
41.88;1.000419
41.9;1.000264
41.92;1.000136
41.94;1.000125
41.96;1.000159
41.98;1.000163
42;1.000115
42.02;1.000130
42.04;1.000197
42.06;1.000223
42.08;1.000229
42.1;1.000244
42.12;1.000274
42.14;1.000262
42.16;1.000189
42.18;1.000169
42.2;1.000224
42.22;1.000227
42.24;1.000157
42.26;1.000104
42.28;1.000134
42.3;1.000219
42.32;1.000239
42.34;1.000211
42.36;1.000245
42.38;1.000330
42.4;1.000355
42.42;1.000258
42.44;1.000194
42.46;1.000238
42.48;1.000263
42.5;1.000246
42.52;1.000179
42.54;1.000130
42.56;1.000172
42.58;1.000196
42.6;1.000166
42.62;1.000157
42.64;1.000193
42.66;1.000248
42.68;1.000263
42.7;1.000229
42.72;1.000244
42.74;1.000286
42.76;1.000310
42.78;1.000365
42.8;1.000379
42.82;1.000343
42.84;1.000316
42.86;1.000318
42.88;1.000332
42.9;1.000289
42.92;1.000269
42.94;1.000305
42.96;1.000282
42.98;1.000266
43;1.000285
43.02;1.000226
43.04;1.000186
43.06;1.000262
43.08;1.000285
43.1;1.000237
43.12;1.000210
43.14;1.000206
43.16;1.000203
43.18;1.000137
43.2;1.000070
43.22;1.000095
43.24;1.000118
43.26;1.000118
43.28;1.000168
43.3;1.000256
43.32;1.000292
43.34;1.000249
43.36;1.000265
43.38;1.000331
43.4;1.000296
43.42;1.000204
43.44;1.000116
43.46;1.000058
43.48;1.000087
43.5;1.000168
43.52;1.000223
43.54;1.000199
43.56;1.000137
43.58;1.000160
43.6;1.000209
43.62;1.000206
43.64;1.000255
43.66;1.000354
43.68;1.000364
43.7;1.000273
43.72;1.000180
43.74;1.000129
43.76;1.000101
43.78;1.000100
43.8;1.000161
43.82;1.000224
43.84;1.000219
43.86;1.000194
43.88;1.000230
43.9;1.000301
43.92;1.000289
43.94;1.000253
43.96;1.000296
43.98;1.000312
44;1.000204
44.02;1.000097
44.04;1.000108
44.06;1.000124
44.08;1.000121
44.1;1.000177
44.12;1.000245
44.14;1.000290
44.16;1.000299
44.18;1.000284
44.2;1.000270
44.22;1.000286
44.24;1.000343
44.26;1.000335
44.28;1.000273
44.3;1.000253
44.32;1.000224
44.34;1.000197
44.36;1.000228
44.38;1.000252
44.4;1.000206
44.42;1.000148
44.44;1.000172
44.46;1.000208
44.48;1.000182
44.5;1.000222
44.52;1.000268
44.54;1.000220
44.56;1.000185
44.58;1.000167
44.6;1.000172
44.62;1.000215
44.64;1.000197
44.66;1.000144
44.68;1.000070
44.7;0.999984
44.72;1.000021
44.74;1.000188
44.76;1.000334
44.78;1.000359
44.8;1.000336
44.82;1.000343
44.84;1.000297
44.86;1.000178
44.88;1.000114
44.9;1.000173
44.92;1.000229
44.94;1.000190
44.96;1.000162
44.98;1.000189
45;1.000170
45.02;1.000112
45.04;1.000102
45.06;1.000193
45.08;1.000329
45.1;1.000352
45.12;1.000279
45.14;1.000274
45.16;1.000339
45.18;1.000329
45.2;1.000212
45.22;1.000114
45.24;1.000134
45.26;1.000208
45.28;1.000170
45.3;1.000093
45.32;1.000107
45.34;1.000150
45.36;1.000200
45.38;1.000249
45.4;1.000282
45.42;1.000289
45.44;1.000197
45.46;1.000059
45.48;1.000059
45.5;1.000166
45.52;1.000235
45.54;1.000252
45.56;1.000178
45.58;1.000143
45.6;1.000253
45.62;1.000313
45.64;1.000274
45.66;1.000275
45.68;1.000289
45.7;1.000238
45.72;1.000188
45.74;1.000188
45.76;1.000192
45.78;1.000183
45.8;1.000143
45.82;1.000132
45.84;1.000195
45.86;1.000252
45.88;1.000272
45.9;1.000315
45.92;1.000356
45.94;1.000308
45.96;1.000233
45.98;1.000191
46;1.000156
46.02;1.000070
46.04;0.999924
46.06;0.999845
46.08;0.999824
46.1;0.999858
46.12;1.000000
46.14;1.000126
46.16;1.000186
46.18;1.000284
46.2;1.000442
46.22;1.000559
46.24;1.000527
46.26;1.000393
46.28;1.000292
46.3;1.000214
46.32;1.000101
46.34;0.999986
46.36;0.999925
46.38;0.999964
46.4;1.000042
46.42;1.000057
46.44;1.000043
46.46;1.000090
46.48;1.000181
46.5;1.000217
46.52;1.000213
46.54;1.000289
46.56;1.000333
46.58;1.000218
46.6;1.000111
46.62;1.000121
46.64;1.000186
46.66;1.000233
46.68;1.000219
46.7;1.000146
46.72;1.000082
46.74;1.000113
46.76;1.000191
46.78;1.000192
46.8;1.000162
46.82;1.000250
46.84;1.000382
46.86;1.000342
46.88;1.000230
46.9;1.000206
46.92;1.000167
46.94;1.000068
46.96;1.000022
46.98;1.000067
47;1.000078
47.02;1.000061
47.04;1.000139
47.06;1.000271
47.08;1.000324
47.1;1.000291
47.12;1.000243
47.14;1.000202
47.16;1.000209
47.18;1.000232
47.2;1.000162
47.22;1.000041
47.24;0.999991
47.26;1.000033
47.28;1.000091
47.3;1.000156
47.32;1.000241
47.34;1.000284
47.36;1.000304
47.38;1.000326
47.4;1.000302
47.42;1.000244
47.44;1.000163
47.46;1.000082
47.48;1.000069
47.5;1.000077
47.52;1.000050
47.54;1.000074
47.56;1.000100
47.58;1.000096
47.6;1.000152
47.62;1.000247
47.64;1.000317
47.66;1.000336
47.68;1.000308
47.7;1.000224
47.72;1.000098
47.74;1.000060
47.76;1.000135
47.78;1.000168
47.8;1.000120
47.82;1.000136
47.84;1.000227
47.86;1.000250
47.88;1.000205
47.9;1.000162
47.92;1.000123
47.94;1.000109
47.96;1.000148
47.98;1.000143
48;1.000103
48.02;1.000171
48.04;1.000244
48.06;1.000222
48.08;1.000177
48.1;1.000177
48.12;1.000246
48.14;1.000311
48.16;1.000264
48.18;1.000194
48.2;1.000206
48.22;1.000223
48.24;1.000213
48.26;1.000165
48.28;1.000126
48.3;1.000174
48.32;1.000233
48.34;1.000252
48.36;1.000225
48.38;1.000197
48.4;1.000205
48.42;1.000219
48.44;1.000225
48.46;1.000192
48.48;1.000175
48.5;1.000205
48.52;1.000179
48.54;1.000125
48.56;1.000128
48.58;1.000159
48.6;1.000213
48.62;1.000316
48.64;1.000386
48.66;1.000338
48.68;1.000216
48.7;1.000141
48.72;1.000138
48.74;1.000162
48.76;1.000187
48.78;1.000220
48.8;1.000213
48.82;1.000138
48.84;1.000141
48.86;1.000227
48.88;1.000264
48.9;1.000247
48.92;1.000221
48.94;1.000170
48.96;1.000122
48.98;1.000186
49;1.000258
49.02;1.000177
49.04;1.000095
49.06;1.000116
49.08;1.000128
49.1;1.000079
49.12;1.000014
49.14;1.000065
49.16;1.000132
49.18;1.000073
49.2;1.000029
49.22;1.000020
49.24;1.000012
49.26;1.000091
49.28;1.000143
49.3;1.000070
49.32;1.000042
49.34;1.000108
49.36;1.000122
49.38;1.000083
49.4;1.000111
49.42;1.000202
49.44;1.000225
49.46;1.000146
49.48;1.000056
49.5;1.000007
49.52;1.000000
49.54;1.000038
49.56;1.000096
49.58;1.000171
49.6;1.000193
49.62;1.000136
49.64;1.000135
49.66;1.000189
49.68;1.000202
49.7;1.000198
49.72;1.000186
49.74;1.000193
49.76;1.000226
49.78;1.000239
49.8;1.000191
49.82;1.000093
49.84;1.000056
49.86;1.000134
49.88;1.000223
49.9;1.000177
49.92;1.000098
49.94;1.000104
49.96;1.000128
49.98;1.000159
50;1.000160
50.02;1.000099
50.04;1.000045
50.06;1.000067
50.08;1.000088
50.1;1.000042
50.12;1.000058
50.14;1.000158
50.16;1.000217
50.18;1.000212
50.2;1.000205
50.22;1.000225
50.24;1.000223
50.26;1.000179
50.28;1.000149
50.3;1.000118
50.32;0.999998
50.34;0.999865
50.36;0.999865
50.38;0.999983
50.4;1.000089
50.42;1.000095
50.44;1.000156
50.46;1.000283
50.48;1.000279
50.5;1.000228
50.52;1.000193
50.54;1.000156
50.56;1.000182
50.58;1.000206
50.6;1.000141
50.62;1.000043
50.64;0.999998
50.66;1.000017
50.68;1.000111
50.7;1.000226
50.72;1.000266
50.74;1.000221
50.76;1.000120
50.78;1.000053
50.8;1.000054
50.82;1.000063
50.84;1.000071
50.86;1.000108
50.88;1.000172
50.9;1.000190
50.92;1.000151
50.94;1.000132
50.96;1.000136
50.98;1.000178
51;1.000202
51.02;1.000113
51.04;1.000017
51.06;0.999977
51.08;0.999930
51.1;0.999902
51.12;0.999898
51.14;0.999941
51.16;1.000050
51.18;1.000128
51.2;1.000129
51.22;1.000106
51.24;1.000119
51.26;1.000119
51.28;1.000016
51.3;0.999925
51.32;0.999938
51.34;0.999950
51.36;0.999943
51.38;0.999970
51.4;1.000013
51.42;1.000047
51.44;1.000061
51.46;1.000016
51.48;0.999986
51.5;1.000058
51.52;1.000118
51.54;1.000077
51.56;1.000008
51.58;1.000012
51.6;1.000042
51.62;1.000059
51.64;1.000138
51.66;1.000206
51.68;1.000176
51.7;1.000143
51.72;1.000159
51.74;1.000127
51.76;1.000049
51.78;1.000035
51.8;1.000056
51.82;1.000089
51.84;1.000150
51.86;1.000183
51.88;1.000174
51.9;1.000154
51.92;1.000138
51.94;1.000152
51.96;1.000180
51.98;1.000186
52;1.000194
52.02;1.000190
52.04;1.000117
52.06;1.000029
52.08;1.000014
52.1;1.000050
52.12;1.000026
52.14;1.000018
52.16;1.000091
52.18;1.000105
52.2;1.000037
52.22;1.000033
52.24;1.000069
52.26;0.999997
52.28;0.999919
52.3;0.999937
52.32;0.999935
52.34;0.999936
52.36;0.999974
52.38;0.999957
52.4;0.999903
52.42;0.999909
52.44;1.000026
52.46;1.000156
52.48;1.000169
52.5;1.000115
52.52;1.000114
52.54;1.000157
52.56;1.000131
52.58;1.000041
52.6;0.999973
52.62;0.999922
52.64;0.999864
52.66;0.999861
52.68;0.999874
52.7;0.999889
52.72;0.999944
52.74;0.999953
52.76;0.999968
52.78;1.000102
52.8;1.000270
52.82;1.000361
52.84;1.000324
52.86;1.000150
52.88;1.000019
52.9;1.000029
52.92;1.000025
52.94;0.999932
52.96;0.999840
52.98;0.999863
53;0.999931
53.02;0.999952
53.04;0.999984
53.06;1.000002
53.08;0.999986
53.1;1.000028
53.12;1.000075
53.14;1.000067
53.16;1.000074
53.18;1.000051
53.2;0.999946
53.22;0.999870
53.24;0.999866
53.26;0.999917
53.28;0.999960
53.3;0.999960
53.32;1.000007
53.34;1.000063
53.36;1.000062
53.38;1.000001
53.4;0.999883
53.42;0.999818
53.44;0.999834
53.46;0.999847
53.48;0.999850
53.5;0.999860
53.52;0.999928
53.54;1.000047
53.56;1.000073
53.58;0.999997
53.6;0.999945
53.62;0.999871
53.64;0.999764
53.66;0.999775
53.68;0.999878
53.7;0.999898
53.72;0.999828
53.74;0.999894
53.76;1.000032
53.78;1.000040
53.8;1.000018
53.82;1.000045
53.84;1.000089
53.86;1.000100
53.88;1.000077
53.9;1.000039
53.92;0.999963
53.94;0.999846
53.96;0.999783
53.98;0.999858
54;0.999924
54.02;0.999886
54.04;0.999834
54.06;0.999849
54.08;0.999948
54.1;1.000018
54.12;0.999982
54.14;0.999898
54.16;0.999863
54.18;0.999918
54.2;0.999994
54.22;1.000041
54.24;1.000027
54.26;1.000029
54.28;1.000107
54.3;1.000117
54.32;1.000004
54.34;0.999886
54.36;0.999854
54.38;0.999867
54.4;0.999879
54.42;0.999893
54.44;0.999920
54.46;0.999962
54.48;0.999981
54.5;0.999922
54.52;0.999829
54.54;0.999864
54.56;0.999985
54.58;1.000035
54.6;1.000059
54.62;1.000049
54.64;0.999950
54.66;0.999883
54.68;0.999903
54.7;0.999930
54.72;0.999911
54.74;0.999883
54.76;0.999876
54.78;0.999897
54.8;0.999947
54.82;1.000032
54.84;1.000110
54.86;1.000140
54.88;1.000177
54.9;1.000190
54.92;1.000100
54.94;0.999970
54.96;0.999913
54.98;0.999932
55;0.999937
55.02;0.999883
55.04;0.999839
55.06;0.999848
55.08;0.999863
55.1;0.999882
55.12;0.999880
55.14;0.999805
55.16;0.999740
55.18;0.999787
55.2;0.999861
55.22;0.999836
55.24;0.999766
55.26;0.999766
55.28;0.999813
55.3;0.999817
55.32;0.999771
55.34;0.999731
55.36;0.999765
55.38;0.999858
55.4;0.999936
55.42;0.999970
55.44;0.999950
55.46;0.999907
55.48;0.999896
55.5;0.999859
55.52;0.999785
55.54;0.999781
55.56;0.999822
55.58;0.999870
55.6;0.999934
55.62;0.999943
55.64;0.999895
55.66;0.999925
55.68;1.000054
55.7;1.000105
55.72;0.999988
55.74;0.999840
55.76;0.999824
55.78;0.999910
55.8;0.999961
55.82;0.999989
55.84;1.000043
55.86;1.000045
55.88;0.999929
55.9;0.999790
55.92;0.999747
55.94;0.999758
55.96;0.999763
55.98;0.999795
56;0.999844
56.02;0.999863
56.04;0.999905
56.06;1.000039
56.08;1.000127
56.1;1.000048
56.12;0.999952
56.14;0.999950
56.16;0.999962
56.18;0.999954
56.2;0.999899
56.22;0.999838
56.24;0.999833
56.26;0.999858
56.28;0.999916
56.3;0.999913
56.32;0.999817
56.34;0.999808
56.36;0.999895
56.38;0.999912
56.4;0.999869
56.42;0.999861
56.44;0.999887
56.46;0.999900
56.48;0.999881
56.5;0.999888
56.52;0.999869
56.54;0.999819
56.56;0.999891
56.58;0.999956
56.6;0.999835
56.62;0.999744
56.64;0.999792
56.66;0.999786
56.68;0.999708
56.7;0.999718
56.72;0.999842
56.74;0.999995
56.76;1.000076
56.78;1.000041
56.8;0.999968
56.82;0.999914
56.84;0.999881
56.86;0.999914
56.88;0.999969
56.9;0.999957
56.92;0.999929
56.94;0.999908
56.96;0.999891
56.98;0.999906
57;0.999896
57.02;0.999855
57.04;0.999865
57.06;0.999888
57.08;0.999889
57.1;0.999902
57.12;0.999927
57.14;0.999986
57.16;1.000018
57.18;0.999959
57.2;0.999887
57.22;0.999877
57.24;0.999874
57.26;0.999872
57.28;0.999908
57.3;0.999886
57.32;0.999785
57.34;0.999736
57.36;0.999779
57.38;0.999800
57.4;0.999753
57.42;0.999767
57.44;0.999831
57.46;0.999789
57.48;0.999744
57.5;0.999816
57.52;0.999845
57.54;0.999774
57.56;0.999726
57.58;0.999768
57.6;0.999786
57.62;0.999705
57.64;0.999684
57.66;0.999776
57.68;0.999840
57.7;0.999812
57.72;0.999738
57.74;0.999758
57.76;0.999917
57.78;1.000029
57.8;0.999998
57.82;0.999959
57.84;0.999972
57.86;0.999991
57.88;1.000023
57.9;1.000006
57.92;0.999901
57.94;0.999831
57.96;0.999843
57.98;0.999887
58;0.999932
58.02;0.999932
58.04;0.999858
58.06;0.999789
58.08;0.999804
58.1;0.999833
58.12;0.999821
58.14;0.999844
58.16;0.999877
58.18;0.999858
58.2;0.999873
58.22;0.999965
58.24;1.000023
58.26;0.999983
58.28;0.999987
58.3;1.000073
58.32;1.000047
58.34;0.999914
58.36;0.999849
58.38;0.999824
58.4;0.999781
58.42;0.999718
58.44;0.999679
58.46;0.999755
58.48;0.999839
58.5;0.999845
58.52;0.999863
58.54;0.999907
58.56;0.999942
58.58;0.999981
58.6;1.000047
58.62;1.000026
58.64;0.999854
58.66;0.999746
58.68;0.999765
58.7;0.999787
58.72;0.999796
58.74;0.999797
58.76;0.999780
58.78;0.999809
58.8;0.999912
58.82;0.999947
58.84;0.999854
58.86;0.999795
58.88;0.999799
58.9;0.999756
58.92;0.999718
58.94;0.999715
58.96;0.999687
58.98;0.999668
59;0.999705
59.02;0.999731
59.04;0.999699
59.06;0.999699
59.08;0.999783
59.1;0.999855
59.12;0.999822
59.14;0.999754
59.16;0.999758
59.18;0.999770
59.2;0.999772
59.22;0.999797
59.24;0.999747
59.26;0.999651
59.28;0.999598
59.3;0.999593
59.32;0.999654
59.34;0.999716
59.36;0.999737
59.38;0.999783
59.4;0.999841
59.42;0.999848
59.44;0.999817
59.46;0.999765
59.48;0.999695
59.5;0.999667
59.52;0.999674
59.54;0.999638
59.56;0.999552
59.58;0.999559
59.6;0.999698
59.62;0.999814
59.64;0.999856
59.66;0.999894
59.68;0.999937
59.7;0.999940
59.72;0.999890
59.74;0.999830
59.76;0.999799
59.78;0.999775
59.8;0.999745
59.82;0.999727
59.84;0.999709
59.86;0.999669
59.88;0.999667
59.9;0.999700
59.92;0.999689
59.94;0.999686
59.96;0.999746
59.98;0.999801
60;0.999775
60.02;0.999740
60.04;0.999777
60.06;0.999787
60.08;0.999730
60.1;0.999732
60.12;0.999773
60.14;0.999742
60.16;0.999685
60.18;0.999687
60.2;0.999733
60.22;0.999790
60.24;0.999814
60.26;0.999778
60.28;0.999737
60.3;0.999710
60.32;0.999670
60.34;0.999645
60.36;0.999668
60.38;0.999719
60.4;0.999786
60.42;0.999837
60.44;0.999831
60.46;0.999850
60.48;0.999908
60.5;0.999878
60.52;0.999770
60.54;0.999747
60.56;0.999805
60.58;0.999777
60.6;0.999727
60.62;0.999777
60.64;0.999822
60.66;0.999801
60.68;0.999756
60.7;0.999677
60.72;0.999575
60.74;0.999585
60.76;0.999719
60.78;0.999784
60.8;0.999750
60.82;0.999750
60.84;0.999779
60.86;0.999762
60.88;0.999749
60.9;0.999790
60.92;0.999777
60.94;0.999702
60.96;0.999687
60.98;0.999723
61;0.999728
61.02;0.999689
61.04;0.999655
61.06;0.999645
61.08;0.999689
61.1;0.999771
61.12;0.999744
61.14;0.999657
61.16;0.999640
61.18;0.999626
61.2;0.999585
61.22;0.999574
61.24;0.999633
61.26;0.999747
61.28;0.999786
61.3;0.999711
61.32;0.999652
61.34;0.999652
61.36;0.999664
61.38;0.999675
61.4;0.999677
61.42;0.999622
61.44;0.999520
61.46;0.999456
61.48;0.999479
61.5;0.999580
61.52;0.999654
61.54;0.999659
61.56;0.999631
61.58;0.999627
61.6;0.999715
